image_id,filename,filepath,split,caption,label,all_captions_json,source_dataset,source_hf_split
flickr1k_254,10919429.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10919429.jpg,train,A man in a black shirt and black jeans and a little boy are taking a look inside a green truck's engine while it is parked in a grass field with a gas tank in front of it.,,"[""A man in a black shirt and black jeans and a little boy are taking a look inside a green truck's engine while it is parked in a grass field with a gas tank in front of it."", ""A male in a black shirt, and black pants, working on the engine of an old, green antique automobile, with a yellow gas canister sitting on the grass."", ""A young man and a toddler look under the hood of an old-fashioned truck."", ""A man and children work on the engine of an old truck."", ""Man working on old truck while child watches.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_255,109202756.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109202756.jpg,train,A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain.,,"[""A woman dressed in a blue jacket and blue jeans rides a brown horse near a frozen lake and snow-covered mountain."", ""A young blond woman sitting atop a brown draft horse in the snowy mountains."", ""A woman rides a horse near a frozen lake in the winter time."", ""Woman n blue jacket sits on daft horse near a frozen lake."", ""A woman in a blue jacket rides a brown pony near water.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_256,109202801.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109202801.jpg,train,Two golden brown horses pull a sleigh driven by a woman in a blue coat.,,"[""Two golden brown horses pull a sleigh driven by a woman in a blue coat."", ""Two horses pull a carriage driven by a woman over snow covered ground."", ""Two horses pulling a sled steered by a smiling blond woman."", ""Two draft horses pull a cart through the snow."", ""Two horses are pulling a woman in a cart.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_257,1092437557.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1092437557.jpg,val,Woman is enjoying herself being outdoors biking in a forrest preserve.,,"[""Woman is enjoying herself being outdoors biking in a forrest preserve."", ""A girl in an orange tank top is walking her bike through the forrest."", ""A smiling woman in a peach tank top stands holding a mountain bike"", ""A happy teenage girl taking a break from her bike ride."", ""A girl smiles while holding her bike in a field.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_258,109260216.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109260216.jpg,train,"A person climbs a tall, flat mountain while holding onto a safety rope.",,"[""A person climbs a tall, flat mountain while holding onto a safety rope."", ""A person is climbing a rock while holding onto a white rope."", ""A person climbing down a sheer rock cliff using a rope"", ""A person wearing a red vest climbs up a steep rock."", ""A person rappels down a steep incline.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_259,109260218.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109260218.jpg,test,Spelunkers pose inside a rock cavern while bathed in sunlight from the surface.,,"[""Spelunkers pose inside a rock cavern while bathed in sunlight from the surface."", ""Shaft of light in a cave shows three spelunkers"", ""Three rock climbers are posing on big rocks."", ""People stand inside a rock dome."", ""Three people sit in a cave.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_260,1093716555.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1093716555.jpg,train,A group of hikers are resting on the ground in front of some mountains.,,"[""A group of hikers are resting on the ground in front of some mountains."", ""Several hikers rest with their gear in front of a mountain."", ""The group of hikers is resting in front of a mountain."", ""People camp with the mountains in the background."", ""A group of backpackers lay on the dry ground.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_261,1093737381.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1093737381.jpg,train,A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk.,,"[""A woman wearing a blue dress is drawing a picture of a boy and a girl on the sidewalk with sidewalk chalk."", ""A woman in a blue dress stands with a chalk portrait of two children playing by a stream."", ""A woman stands next to a chalk drawing in front of a barn-like structure."", ""A woman stands outside near an elaborate chalk illustration."", ""A woman standing in front of a chalk drawing""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_262,109380144.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109380144.jpg,train,"Three young adults are sitting around, with the girl pretending to kick one of the guys in the face while laughing, and the guy behind him looks like he's in midsentence.",,"[""Three young adults are sitting around, with the girl pretending to kick one of the guys in the face while laughing, and the guy behind him looks like he's in midsentence."", ""A man wearing an Illinois t-shirt is looking at a camera while a girl is aiming her foot at his face and another man is making an odd face in the background."", ""A man sitting on the ground is playfully kicked by a young woman, while a man in the back observes."", ""A girl playfully kicks a guy in the face while another person makes faces."", ""A girl sitting down puts her shoe up to a guy's face.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_263,1093807815.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1093807815.jpg,train,A group of African American children with their arms above their heads and happy expressions on their faces.,,"[""A group of African American children with their arms above their heads and happy expressions on their faces."", ""A group of African-American children have their hands up in the air singing or shouting in a classroom."", ""Many young dark complected children raising their arms in the air in excitement."", ""The children are singing and holding their arms in the air."", ""A group of kids in class with their hands in the air.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_264,1094283901.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1094283901.jpg,train,A shirtless man jumping off a large concrete structure into a river with his friends watching from the structure.,,"[""A shirtless man jumping off a large concrete structure into a river with his friends watching from the structure."", ""A man wearing swimming trunks jumps off a concrete platform into a large body of water."", ""A shirtless man leaps into the water as other people watch."", ""A man is jumping off complex into a body of water."", ""A man jumping into the water.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_265,1094606832.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1094606832.jpg,train,A young black person wearing a green shirt and a jacket using a sewing machine.,,"[""A young black person wearing a green shirt and a jacket using a sewing machine."", ""A woman wearing a brown headscarf works at a sewing machine."", ""Woman meticulously working with a sewing machine."", ""A black woman using a sowing machine."", ""Woman with a brown headscarf sewing.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_266,1094671386.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1094671386.jpg,train,"An oriental woman with her fist raised in the air, other oriental people around her, and a black Moped beside her.",,"[""An oriental woman with her fist raised in the air, other oriental people around her, and a black Moped beside her."", ""A lady in a white t-shirt is looking toward the person with their arm raised in the air."", ""A woman wearing a white t-shirt has her right arm extended with her fist closed."", ""Asian girls in white t-shirts standing around a motorcycle."", ""Two young girls in a street.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_267,1095109931.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1095109931.jpg,train,A woman smiles while holding several green peppers at a grocery stand.,,"[""A woman smiles while holding several green peppers at a grocery stand."", ""A young woman holds a red and green pepper at a vegetable stand."", ""A girl working at a farm market selling peppers."", ""A woman smiles as she holds some bell peppers."", ""Woman with a tank top buying green peppers.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_268,10951809.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10951809.jpg,train,"An elderly woman with a cane sits in a large wooden chair next to a weaving loom, in a log cabin.",,"[""An elderly woman with a cane sits in a large wooden chair next to a weaving loom, in a log cabin."", ""The elderly woman is enjoying an afternoon on the porch with family."", ""An elderly women is sitting in a chair with a cane in her hand."", ""An old women with a cane sitting in her rocking chair."", ""An elderly woman with a can is sitting down.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_269,109544260.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109544260.jpg,train,A little boy in a striped shirt and blue jeans is blowing bubbles from a red container.,,"[""A little boy in a striped shirt and blue jeans is blowing bubbles from a red container."", ""A young jean-clad boy is sitting on brown grass blowing bubbles out of a red container."", ""One young boy is sitting outside on a cool day blowing bubbles."", ""Young boy sitting down outside and blowing bubbles."", ""A boy has blown four bubbles on the lawn.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_270,1095476286.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1095476286.jpg,train,A young boy is jumping through water being sprayed up from the ground.,,"[""A young boy is jumping through water being sprayed up from the ground."", ""A little boy playing in the water."", ""A boy plays in the fountains."", ""A child plays in a fountain."", ""A boy jumping in a fountain.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_271,1095580424.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1095580424.jpg,train,The dog is running out of the tunnel on a dog obedience course.,,"[""The dog is running out of the tunnel on a dog obedience course."", ""The small brown and white dog is running out of a small tunnel."", ""Dog running out of tunnel on obstacle course"", ""A dog runs out of a tunnel on a course."", ""A Corgi runs out of a tunnel.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_272,1095590286.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1095590286.jpg,train,A yellow dog and a black and white dog are running in the dirt.,,"[""A yellow dog and a black and white dog are running in the dirt."", ""A blond dog and a black and white dog run in a dirt field."", ""Two dogs are running in a field."", ""A dog chases another dog."", ""Two dogs running around""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_273,10956999.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10956999.jpg,train,Two men barbecuing on the grill with a little girl playing in background.,,"[""Two men barbecuing on the grill with a little girl playing in background."", ""There are two people grilling food near a body of water."", ""Two men stand behind a grill near the ocean."", ""Two men barbecuing at a beach."", ""Two men are grilling out.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_274,10957138.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/10957138.jpg,train,A girl in a floral bathing suit jumping on the beach in front of the waves.,,"[""A girl in a floral bathing suit jumping on the beach in front of the waves."", ""A little girl in a flower print bathing suit, jumping into the ocean."", ""A girl in a swimsuit is jumping high, near water."", ""A young girl is jumping in the air at the beach."", ""A girl jumping into the ocean.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_275,1095980313.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1095980313.jpg,train,A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach.,,"[""A little girl in a blue swimsuit is walking along a wooden fence next to a sandy beach."", ""Little girl in blue swimsuit standing on a handrail near a beach."", ""The little girl in the blue bathing suit is posing at the beach."", ""A little girl with arms outstretched is posing at the beach."", ""A young girl walks on a railing in front of the beach.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_276,109608573.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109608573.jpg,train,A man in a white shirt is outside leaning against a rail with hats hanging beside him.,,"[""A man in a white shirt is outside leaning against a rail with hats hanging beside him."", ""A man in a white t-shirt standing beside a rack of colorful hats."", ""A young Asian boy sits on a railing behind a row of colorful hats"", ""A man is standing next to a rack with hats hanging on it."", ""A young boy sits by an outdoor stand displaying hats.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_277,1096097967.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1096097967.jpg,train,A black and white dog is being soaked with a jet of water in a blue paddling pool.,,"[""A black and white dog is being soaked with a jet of water in a blue paddling pool."", ""A dog sticking its face into the shower from a garden hose."", ""A black and white dog drinking water from a water spray."", ""A white and black dog is jumping into a pool."", ""A small white dog gets sprayed by water""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_278,1096165011.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1096165011.jpg,train,A smiling boy swims underwater in a pool.,,"[""A smiling boy swims underwater in a pool."", ""The boys smiles underwater at the pool."", ""A redheaded boy swimming underwater."", ""A small boy swimming underwater"", ""A boy smiles underwater.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_279,109656696.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109656696.jpg,test,A girl in a polka dotted blue jean dress walks barefoot on a balance beam.,,"[""A girl in a polka dotted blue jean dress walks barefoot on a balance beam."", ""A girl in a jean dress is walking along a raised balance beam."", ""The little girl is walking a beam in gymnastics class."", ""A little girl balances on a gymnastics beam."", ""A little girl is walking on a balance beam.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_280,109671650.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109671650.jpg,val,A boy wearing blue and yellow walking on a cliff edge.,,"[""A boy wearing blue and yellow walking on a cliff edge."", ""A boy in yellow shorts is standing on top of a cliff."", ""A young child is standing alone on some jagged rocks."", ""A little boy standing high in the air on a rock."", ""Child stands near edge of cliff.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_281,1096800382.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1096800382.jpg,train,A man gestures while facing a woman wearing glasses as they sit inside a restaurant that includes a yellow wall.,,"[""A man gestures while facing a woman wearing glasses as they sit inside a restaurant that includes a yellow wall."", ""A man in a black shirt talking to a woman in a black shirt in a yellow room."", ""Two people having a discussion sitting in a restaurant."", ""A man and a woman are talking in a restaurant."", ""A couple having a conversation over drinks.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_282,109738763.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109738763.jpg,val,A snowmobile rider flies through the air on his or her machine in front of tall pine trees.,,"[""A snowmobile rider flies through the air on his or her machine in front of tall pine trees."", ""Rider jumps snowmobile high in rural area."", ""A person on a snowmobile in mid jump."", ""A snowmobiler flies through the air."", ""The man is up in the air.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_283,109738916.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109738916.jpg,train,Two helmeted men sit on yellow snowmobiles while another man stands behind watching.,,"[""Two helmeted men sit on yellow snowmobiles while another man stands behind watching."", ""People pose with helmets and goggles on while riding snowmobiles."", ""Several people are taking a break while on a snowmobiling ride."", ""People are riding around on snowmobiles."", ""Three people and two snowmobiles.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_284,109741554.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109741554.jpg,train,A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place.,,"[""A man shovels snow off of a roof while another stands in the contraption that allowed them to reach the high place."", ""Two men cleaning snow from a roof, one's in a lifter, while the other is actually on the roof."", ""A man shoveling snow off the roof of a building."", ""Two people working on removing snow from a roof."", ""Two men work to shovel snow from rooftops.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_285,1097463464.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1097463464.jpg,train,"A young boy wearing a black shirt, brown pants and a black watch has his hand on a white folded chair which is on the top of a large stack of similar folding chairs.",,"[""A young boy wearing a black shirt, brown pants and a black watch has his hand on a white folded chair which is on the top of a large stack of similar folding chairs."", ""A young man wearing a black shirt takes a folding chair from a large stack."", ""A person helping to set up chairs for a big event."", ""A young man in a black shirt stacks chairs."", ""A boy is setting up folding chairs.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_286,109770830.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109770830.jpg,train,Two buildings beyond a concrete wall facing a walkway with a woman talking on a cellphone.,,"[""Two buildings beyond a concrete wall facing a walkway with a woman talking on a cellphone."", ""A girl in a red winter coat walks down the city sidewalk as she speaks on the phone."", ""Two modern buildings made of glass and stone accent the setting."", ""A woman is walking at dusk down an urban street."", ""Someone walking along a wall.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_287,1097710887.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1097710887.jpg,train,"A very young girl playing with a bubble-blowing wand, holding a bottle of bubble solution and walking through a park or field.",,"[""A very young girl playing with a bubble-blowing wand, holding a bottle of bubble solution and walking through a park or field."", ""A little girl with brown hair is blowing the petals off of a flower."", ""A small girl in a dress blows bubbles in a grassy field."", ""A little girl is blowing bubbles in a field."", ""A little girl blowing bubbles.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_288,109823394.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109823394.jpg,train,Three people on ATVs in a brown field turn their heads to look at the camera.,,"[""Three people on ATVs in a brown field turn their heads to look at the camera."", ""Three people ride their four wheelers through the field."", ""Three people on four wheel ATV's in a field."", ""Three people on ATV's outside."", ""Three people drive ATVs.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_289,109823395.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109823395.jpg,train,A person is riding an orange ATV in a large empty field.,,"[""A person is riding an orange ATV in a large empty field."", ""A man on a four wheeler is flying through the air."", ""A four wheeler jumping in an empty field."", ""Man jumping with all terrain vehicle"", ""Man on an ATV catching air!""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_290,109823397.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109823397.jpg,train,A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building.,,"[""A person dressed in a tan jacket jumps a quad over a harvested cornfield in front of a small out building."", ""An ATV is airborne over a field in front of a white structure."", ""A man on a four-wheeler jumps near a small building."", ""A man jumps gin the air while riding an ATV"", ""Man on four wheeler in the air.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_291,1099034049.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1099034049.jpg,train,A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer.,,"[""A girl is sitting on the beach and appears to be approaching a hit on the head by a plastic inflated hammer."", ""A woman with dark hair wearing a bikini is sitting on a beach."", ""A young woman, sitting in the sand, has her eyes closed."", ""A woman on the beach getting hit with a blow up hammer."", ""A woman sitting on the beach closes her eyes.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_292,1099434461.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1099434461.jpg,train,A man is cooking a square pancake : he lifts it with his fingers and a spatula to check to see if it is done.,,"[""A man is cooking a square pancake : he lifts it with his fingers and a spatula to check to see if it is done."", ""There is a pancake pan cooking a pancake and a man is rolling it over on its opposite side with a spatula."", ""A man's hand is shown helping a spatula to flip a pancake from a square frying pan in a messy kitchen."", ""Two hands are flipping some food in a cast iron pan, with a spatula."", ""A man makes a perfect, golden crepe.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_293,109982467.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/109982467.jpg,val,A mother and three children collecting garbage from a blue and white garbage can on the street.,,"[""A mother and three children collecting garbage from a blue and white garbage can on the street."", ""A woman and three children are picking something out of a blue trashcan."", ""Three young children stand around a blue and white barrel."", ""Four children are standing around a blue and white barrel."", ""A group of children look into a barrel.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_294,1100708949.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1100708949.jpg,train,"Two women hugging in a grassy, fenced field with a cow's behind in the background.",,"[""Two women hugging in a grassy, fenced field with a cow's behind in the background."", ""Two women are hugging on a path through a grassy area with a cow visible past them."", ""Two sisters hugging while visiting a Farm and looking into the camera."", ""Two girls are hugging in front of a tree and a hill."", ""Two people hugging with cow in background at farm.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_295,1101207553.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1101207553.jpg,train,There are two men in orange life vests signaling to a cruise ship docking at a pier.,,"[""There are two men in orange life vests signaling to a cruise ship docking at a pier."", ""Two dock workers and small boat guiding a cruise ship to place to tie up on dock."", ""Two men in orange and blue safety gear stand on the dock guiding a boat inward."", ""A large ship approaching the dock with two men awaiting its arrival."", ""Stevedores are waiting for a boat to dock.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_296,1101291373.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1101291373.jpg,train,A man in sandals and white cardigan sits on a green bench while talking on his cellphone.,,"[""A man in sandals and white cardigan sits on a green bench while talking on his cellphone."", ""A man with blue pants and a white shirt sitting on a bench talking on a cellphone."", ""A bald man in flip-flops sits on a green bench and talks on a cellphone."", ""A man sitting on a green bench talking on the telephone."", ""A man on a green bench is talking on his cellphone.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_297,1101923011.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1101923011.jpg,train,A man wearing a white tank top sings into a microphones on a stage with a crowd watching.,,"[""A man wearing a white tank top sings into a microphones on a stage with a crowd watching."", ""A man with a microphone is singing to people."", ""A man on stage singing into a microphone."", ""A singer on a stage with a white shirt."", ""A singer on stage singing to fans.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_298,110201971.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110201971.jpg,train,Three men are riding on an elephant with a shack in the background and two of them are wearing hats.,,"[""Three men are riding on an elephant with a shack in the background and two of them are wearing hats."", ""Three guys riding on an elephant with a house-like structures and trees in the background."", ""Three young men are riding an elephant, sitting in what's called a howdah."", ""Three men seated on an elephant in a small village."", ""Two men and a shirtless boy are on an elephant.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_299,110226481.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110226481.jpg,train,A man in a gray camouflage shirt and gray pants sits under the hood of a blue truck.,,"[""A man in a gray camouflage shirt and gray pants sits under the hood of a blue truck."", ""A man performing auto repair in front of a building."", ""A man crouches under a truck hood's shade to fix it."", ""A man sits in the under the hood of a blue truck."", ""A mexican man sits under the hood of his truck.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_300,11026590.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/11026590.jpg,train,"A young boy, wearing goggles and a heads-up light, and a young girl, are smiling.",,"[""A young boy, wearing goggles and a heads-up light, and a young girl, are smiling."", ""A boy in yellow glasses and red-haired girl pose for the camera."", ""Two kids, one wearing glasses and a headlamp, are smiling."", ""A boy in goggles plays with a read-haired girl."", ""A crowd of people outside.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_301,110269384.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110269384.jpg,val,A dark-haired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street.,,"[""A dark-haired woman in a green and white apron sits amid her outdoor display of flowers for sale on a city street."", ""A woman is sitting by her dried flower display at an outside market."", ""A woman sells flowers and incense at the market."", ""A lady is sitting down tending to her stand."", ""A woman in an apron shopping at a market.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_302,1102763701.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1102763701.jpg,train,Young individuals in uniforms are gathering under the flags of several different countries.,,"[""Young individuals in uniforms are gathering under the flags of several different countries."", ""A crowd of scouts where there are flags of many nations being held."", ""A group of people gather and holding different types of flags."", ""A group of people are gathered at some type of outdoor event."", ""A reunion of boy scouts from all over the world.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_303,11034843.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/11034843.jpg,train,A baby is crying while holding on to the side of a crib.,,"[""A baby is crying while holding on to the side of a crib."", ""A white baby boy crying over a tipped over toy."", ""Crying baby in a blue shirt and white pants."", ""A baby with blond-hair crying or yelling."", ""A toddler in a blue shirt is crying.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_304,1104087374.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1104087374.jpg,test,"A couple is sitting on the sand with their feet in the water, and they are shaking hands.",,"[""A couple is sitting on the sand with their feet in the water, and they are shaking hands."", ""A man and woman wearing sunglasses sit halfway in the water."", ""A boy and a girl holding hands while sitting on a shore."", ""A couple with sunglasses are laying on the beach."", ""A blond holding hands with a guy in the sand.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_305,1104133405.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1104133405.jpg,train,A boy wearing a white t-shirt walks on the grass and carries a soccer ball.,,"[""A boy wearing a white t-shirt walks on the grass and carries a soccer ball."", ""A boy walks with a ball tucked under his arm."", ""A boy walks with a soccer ball near a fence."", ""Small boy carries a soccer ball on a field."", ""A boy carrying a soccer ball.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_306,1104881373.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1104881373.jpg,train,A woman is at an ice cream shop and she is waiting for the man to scoop her ice cream.,,"[""A woman is at an ice cream shop and she is waiting for the man to scoop her ice cream."", ""A woman is awaiting her ice cream as a young teenage boy scoops it."", ""A woman is watching as a guy is scooping ice cream from a freezer."", ""A man scoops out ice cream for a female customer in a cafe."", ""A woman watches as a young man scoops ice cream for her.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_307,1105137588.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1105137588.jpg,train,A man is eating alone at a table near another table where a man and woman are seated.,,"[""A man is eating alone at a table near another table where a man and woman are seated."", ""Asians are sitting at a table and eating beside a green and white wall."", ""People sit down on stools to enjoy a quick bite to eat."", ""A group of people are sitting on stools eating some food"", ""The people are eating by a teal colored wall.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_308,110590591.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110590591.jpg,train,"People are standing around an American flag that is spread out, facing the wrong direction.",,"[""People are standing around an American flag that is spread out, facing the wrong direction."", ""Four people are holding an american flag in the middle of a bunch of people."", ""A parade of people walk the street carrying the American flag."", ""A group of people spread out an American flag for all to see."", ""A group of people surrounding the American flag.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_309,1105959054.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/1105959054.jpg,train,A young girl with braids is painting with water colors on a white paper on the wall.,,"[""A young girl with braids is painting with water colors on a white paper on the wall."", ""The child paints on a large paper with water colors."", ""An artist paints clouds onto a canvas."", ""A young girl painting a picture."", ""A child painting a picture.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_310,110595925.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110595925.jpg,train,A man in aerodynamic gear riding a bicycle down a road around a sharp curve.,,"[""A man in aerodynamic gear riding a bicycle down a road around a sharp curve."", ""Man bicycle up a road, while cows graze on a hill nearby."", ""A cyclist is riding a bicycle on a curved road up a hill."", ""The biker is riding around a curve in the road."", ""A man on a mountain bike is pedaling up a hill.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_311,110600869.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110600869.jpg,train,A little girl in a blue jeans vest is running across the grass and laughing.,,"[""A little girl in a blue jeans vest is running across the grass and laughing."", ""A little girl with a blue jean jacket smiling while running in a field."", ""A little girl with a jean jacket on is running and laughing."", ""A little girl in a denim jacket running through a field."", ""A little girl is running on the grass and smiling.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_312,110613709.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110613709.jpg,train,A gray and black-haired male is holding his glasses in one hand while looking at something in the other hand; surrounded by numerous amounts of machines.,,"[""A gray and black-haired male is holding his glasses in one hand while looking at something in the other hand; surrounded by numerous amounts of machines."", ""Man in blue shirt and black pants is looking at his thumb on one hand while holding glasses in his other hand."", ""A man in a blue button-up is standing in a room, holding his glasses."", ""Some elements are too small to visualize without a microscope."", ""A man in a laboratory is examining something.""]",Vishva007/Flickr-Dataset-1k,train
flickr1k_313,110615445.jpg,/workspace/Semana4/Proyecto/data/processed/flickr1k_hf/images/110615445.jpg,train,A couple show their affection on an escalator by embracing and kissing one another.,,"[""A couple show their affection on an escalator by embracing and kissing one another."", ""A black-haired man and woman, probably a couple, are kissing on an escalator."", ""Two people, a balding man and a woman, are kissing on an escalator."", ""A couple kissing while going up the escalator."", ""A couple kissing on an escalator.""]",Vishva007/Flickr-Dataset-1k,train
