caption_index,video_id,sport,caption_id,caption
1424,video2714,swimming,4,a man riding on a yellow float in the water advertises a travel site while other swimmers enjoy the water
1425,video2714,swimming,5,a person sitting on a yellow flotation ring is floating in crystal clear waters
1426,video2714,swimming,6,a man floats on the water in a yellow intertube and promotes costa rica
1427,video2714,swimming,7,the man wearing no shirt floats in the yellow tube
1428,video2714,swimming,8,a man in a yellow tube floating in a big body of water
1429,video2714,swimming,9,a boy sitting in the yellow tube in the clear water some people climbs on the stone in the shore
1430,video2714,swimming,10,a person in the transparent water floats on a tube and few others climbing the shore
1431,video2714,swimming,11,a young man floats on a clear and calm stream filled with fish while sitting in a yellow inner tube passing over flat rocks and by angled gray rocks
1432,video2714,swimming,12,man in yellow ring floating down water with goggles on
1433,video2714,swimming,13,a man sitting on a floater in a lake
1434,video2714,swimming,14,a man floats in a yellow tube down a river then people swims near shore
1435,video2714,swimming,15,a man sitting in a yellow tube floats down a river then crowds of people wades near the shore
1436,video2714,swimming,16,a shirtless guy rides a tube in the calm waters
1437,video2714,swimming,17,boy and girl swimming
1438,video2714,swimming,18,travelers are enjoying the water activities that costa rica has to offer
1439,video2714,swimming,19,a man in a bathing suit floating in a shallow area of fish with others swimming
1440,video3613,swimming,0,there are some hit girls singing and dancing in different styles
1441,video3613,swimming,1,there is a hot woman is dancing on the floor
1442,video3613,swimming,2,women dancing is bikini overhead view of the same women singing on a platform with a pink cape in the center of a pool
1443,video3613,swimming,3,a lady in pink dress is singing and standing in the midst of a swimming pool with fishes revolving around
1444,video3613,swimming,4,a lady stands in water around her fishes move and a sexy girl sings
1445,video3613,swimming,5,several scenes of brittney spears music videos play
1446,video3613,swimming,6,a lady standing in the center of the water and singign
1447,video3613,swimming,7,britney spears has become more successful despite her difficulties
1448,video3613,swimming,8,brittney spears is standing on a stand in the middle of the water with sharks swimming around
1449,video3613,swimming,9,women are dancing beside the dancer singer lead performer in video clip segment
1450,video3613,swimming,10,in the fashion show ramb the girls are walked gently their frock is like as butterfly
1451,video3613,swimming,11,britney spears in skimpy clothes singing her song
1452,video3613,swimming,12,a girl is dancing on a small stage in water where sharks are
1453,video3613,swimming,13,watch mojo talks about how brittany spears makes a comeback in music
1454,video3613,swimming,14,britney spears is dancing for a song and it is showing in a reality show
1455,video3613,swimming,15,news commentators discuss britney spears in a music video
1456,video3613,swimming,16,a woman is singing while wearing exotic clothing
1457,video3613,swimming,17,an entertainment news show reports on britney spears
1458,video3613,swimming,18,a video shows britney spears dancing in lingerie
1459,video3613,swimming,19,a woman with blonde hair is singing a song
1460,video3991,swimming,0,a advertisement about a building
1461,video3991,swimming,1,a close-up of several pools is shown
1462,video3991,swimming,2,a commercial about a new housing
1463,video3991,swimming,3,a high quality view of a pool a court and apartments
1464,video3991,swimming,4,a panning of a model of pools and the outside of an apartment building or condo
1465,video3991,swimming,5,a slideshow is showing different landscapes while music is playing
1466,video3991,swimming,6,a tour of some kind of nice property
1467,video3991,swimming,7,a view of a pool at a complex
1468,video3991,swimming,8,a woman is walking by a pool
1469,video3991,swimming,9,a woman walks near a pool
1470,video3991,swimming,10,animated architectural scenes are shown
1471,video3991,swimming,11,it is showing some buildings and water pool
1472,video3991,swimming,12,nice pools and nice real estate is shown
1473,video3991,swimming,13,people walking in front of the pool
1474,video3991,swimming,14,there are at least three swimming pools at the resort
1475,video3991,swimming,15,there are fancy buildings in a video game
1476,video3991,swimming,16,there are many buildings
1477,video3991,swimming,17,this is a video of a 3d animation
1478,video3991,swimming,18,virtual tour of a city
1479,video3991,swimming,19,a close-up of several pools is shown
1480,video4075,swimming,0,a boy is singing at a pool
1481,video4075,swimming,1,a boy lip syncs to a song while his friends dance around at a pool
1482,video4075,swimming,2,a group of people dance to a song by a poolside while one person lip-synchs
1483,video4075,swimming,3,a group of people near a swimming pool are singing and dancing
1484,video4075,swimming,4,a guy at a pool sings to the camera while people dance behind him
1485,video4075,swimming,5,a man is singing
1486,video4075,swimming,6,a man is singing a song and dancing
1487,video4075,swimming,7,a man is singing in front of a pool in a music video
1488,video4075,swimming,8,a man is singing into the camera with women dancing behind him
1489,video4075,swimming,9,a man is singing while moving towards the pool
1490,video4075,swimming,10,a man is talking
1491,video4075,swimming,11,a man lip syncing with people dancing behind him
1492,video4075,swimming,12,a man lip syncing
1493,video4075,swimming,13,a man singing a song at a swimming pool with people dancing behind him
1494,video4075,swimming,14,a music video that was shot near a pool
1495,video4075,swimming,15,a weirdo sings in front of a pool
1496,video4075,swimming,16,guy records him singing at the pool
1497,video4075,swimming,17,the made made several faces
1498,video4075,swimming,18,a boy lip syncs to a song while his friends dance around at a pool
1499,video4075,swimming,19,a man is singing into the camera with women dancing behind him
1500,video4176,swimming,0,a group of people jumping into a tub of ice
1501,video4176,swimming,1,a woman in black is crying in a pool
1502,video4176,swimming,2,there are some people jumping into the ice tank
1503,video4176,swimming,3,two women and two men at a park jump into a large square container filled with a thick white and lumpy substance
1504,video4176,swimming,4,participants in a tough mudder swim through a very thick substance
1505,video4176,swimming,5,some girls jump in to a pool of possibly oatmeal and try to make it across
1506,video4176,swimming,6,people jumping into a large container of ice
1507,video4176,swimming,7,a group of girls were jumping in the ice and playing
1508,video4176,swimming,8,many men and women are jumping into a pool of ice and working their way out of it
1509,video4176,swimming,9,people jumping into a big tub of ice burgs and crawling out from it
1510,video4176,swimming,10,men and women appear to be competing in an obstacle course
1511,video4176,swimming,11,people are participating in an obstacle course and dive into a vat of ice
1512,video4176,swimming,12,people jump into a bin filled with ice and crawl across it
1513,video4176,swimming,13,a many girls and boys jumping into ice tank speaking laughing persons beside watching displaying on screen
1514,video4176,swimming,14,girls and boy jumping in ice tub few person outside standing laughing displaying on screen
1515,video4176,swimming,15,teenagers jumping into a big pool of gelatin
1516,video4176,swimming,16,people jump into a swimming pool filled with ice and fight their way to the other side
1517,video4176,swimming,17,female jumps into what appears to be ice then two females followed by a male also jump into the ice
1518,video4176,swimming,18,people jumping into a large bin of white gunk and crawling across it
1519,video4176,swimming,19,a woman is stuck in a pit of ice
1520,video4239,swimming,0,a young woman an a girl and boy swimming underwater
1521,video4239,swimming,1,different people swim underwater
1522,video4239,swimming,2,girl swimming in pool
1523,video4239,swimming,3,girls are shown swimming underwater
1524,video4239,swimming,4,girls swim in the pool
1525,video4239,swimming,5,kids are swimming in the pool
1526,video4239,swimming,6,people swimming in the pool
1527,video4239,swimming,7,people swimming under water
1528,video4239,swimming,8,swimming beauties in the water
1529,video4239,swimming,9,two girls are swimming in a pool
1530,video4239,swimming,10,two girls swimming in a pool
1531,video4239,swimming,11,two women are swimming to the bottom of a pool
1532,video4239,swimming,12,two women are swimming underwater in a swimming pool
1533,video4239,swimming,13,two young girls are playing and swimming in the pool
1534,video4239,swimming,14,young girls swim underwater in a pool and are delighted with themselves
1535,video4239,swimming,15,swimming beauties in the water
1536,video4239,swimming,16,two girls are swimming in a pool
1537,video4239,swimming,17,two women are swimming underwater in a swimming pool
1538,video4239,swimming,18,two women are swimming to the bottom of a pool
1539,video4239,swimming,19,swimming beauties in the water
1540,video4440,swimming,0,a man is standing next to a pool
1541,video4440,swimming,1,a man is talking about swimming
1542,video4440,swimming,2,a man near a pool
1543,video4440,swimming,3,a person is talking about water polo while men goof around in a pool
1544,video4440,swimming,4,people are standing near a pool and someone else is splashing around in the pool in a comedic video clip
1545,video4440,swimming,5,people go for a swim
1546,video4440,swimming,6,swimmers are shown by the pool
1547,video4440,swimming,7,two boys comment comically on the disturbance in their local pool
1548,video4440,swimming,8,two guys stand on the edge of a pool and watch someone splashing around in the water
1549,video4440,swimming,9,two kids standing on edge of pool with someone splashing inside of the pool
1550,video4440,swimming,10,two man s are standing near swimming pool and looking at something
1551,video4440,swimming,11,two men stand by a pool and lok down into it while something splashes around
1552,video4440,swimming,12,two men standing beside the swimming pool
1553,video4440,swimming,13,two men watch as someone is struggling in the pool
1554,video4440,swimming,14,two men watch as someone treads water in a pool
1555,video4440,swimming,15,two people standing by a pool watching someone
1556,video4440,swimming,16,two shirtless men stand beside a pool
1557,video4440,swimming,17,two teens watch someone splashing in the pool
1558,video4440,swimming,18,two people standing by a pool watching someone
1559,video4440,swimming,19,two men standing beside the swimming pool
1560,video4481,swimming,0,a baby is swimming under water
1561,video4481,swimming,1,a baby is swimming
1562,video4481,swimming,2,a man teaching a child how to swim
1563,video4481,swimming,3,a person is teaching a baby how to swim in the pool
1564,video4481,swimming,4,a woman is learning his kids about swimming
1565,video4481,swimming,5,a woman swimming with a baby underwater
1566,video4481,swimming,6,adults and babies in a swimming pool
1567,video4481,swimming,7,adults holding babies while they swim
1568,video4481,swimming,8,babies are held underwater to learn how to swim
1569,video4481,swimming,9,babies are swimming in a pool
1570,video4481,swimming,10,babies learn how to swim with adults pulling them through the water
1571,video4481,swimming,11,babies learning to swim
1572,video4481,swimming,12,men and women holding babies under the water and allowing them to swim
1573,video4481,swimming,13,moms teaching their babies to swim
1574,video4481,swimming,14,parents submerge their babies in a pool and then bring them back up to the surface
1575,video4481,swimming,15,parents teach their babies to swim
1576,video4481,swimming,16,people go for a swim
1577,video4481,swimming,17,people teaching young children to swim
1578,video4481,swimming,18,unerwater shots of people putting babies underwater
1579,video4481,swimming,19,parents submerge their babies in a pool and then bring them back up to the surface
1580,video4540,swimming,0,people are playing in water while some of them watch them
1581,video4540,swimming,1,two persons playing with dolphin
1582,video4540,swimming,2,there is some one swimming with dolphins
1583,video4540,swimming,3,one man in a blue wetsuit and one woman in a red wetsuit are in a swimming pool then a dolphin comes up to them and the three of them duck underwater simultaneously
1584,video4540,swimming,4,a man and woman are seeing swimming in fish tank and they are being shot with the help of a camera hanging there through a crane
1585,video4540,swimming,5,one boy and girl swimming near dolphin in a swimming pool
1586,video4540,swimming,6,children play together in a pool that has a dolphin in it
1587,video4540,swimming,7,the boy and girl were playing with the dolphin in the swimming pool
1588,video4540,swimming,8,a camera records some swimmers in the pool
1589,video4540,swimming,9,a camera films trainers interacting with a dolphin in a pool
1590,video4540,swimming,10,it match live telecast programmed and rather then news now easy
1591,video4540,swimming,11,two people are showing off a dolphin from the pool while a crowd watches on
1592,video4540,swimming,12,two people make a dive on a swimming pool with a dolphin while the moving camera is capturing the moment
1593,video4540,swimming,13,kids are being filmed swimming in a pool with a dolphin
1594,video4540,swimming,14,two kids are swimming with a dolphin in a pool
1595,video4540,swimming,15,blue and red dress girl and boy swimming in water whale moving up and down
1596,video4540,swimming,16,young boys and girls are swimming in the pool when big fishes entered
1597,video4540,swimming,17,bunch of people swimming with the dolphins at an aquarium
1598,video4540,swimming,18,the man and woman were rehearsing the scene in the pool
1599,video4540,swimming,19,some people are swimming around in a pool with a dolphin
1600,video4558,swimming,0,a describes his experiences with his new pool
1601,video4558,swimming,1,a guy talks to the camera and shows his backyard
1602,video4558,swimming,2,a man fixing the tube in the swimming pool
1603,video4558,swimming,3,a man is adjusting the settings of the pool
1604,video4558,swimming,4,a man is by a pool
1605,video4558,swimming,5,a man is discussing pool maintenance
1606,video4558,swimming,6,a man is fixing a pool
1607,video4558,swimming,7,a man is standing by the pool
1608,video4558,swimming,8,a man is talking about his pool outdoors
1609,video4558,swimming,9,a man is talking about his pool
1610,video4558,swimming,10,a man is walking in a camp
1611,video4558,swimming,11,a man pumps the water out of a pool
1612,video4558,swimming,12,guy talking about swimming pool
1613,video4558,swimming,13,man is cleaning a pool
1614,video4558,swimming,14,man takes down volleyball net around pool
1615,video4558,swimming,15,man talking about volley ball
1616,video4558,swimming,16,video of someone trying to show off their pool
1617,video4558,swimming,17,a man fixing the tube in the swimming pool
1618,video4558,swimming,18,man is cleaning a pool
1619,video4558,swimming,19,a man is standing by the pool
1620,video4736,swimming,0,a girl is dancing in a swimming pool
1621,video4736,swimming,1,a girl is dancing in the pool
1622,video4736,swimming,2,a girl is dancing in water pool
1623,video4736,swimming,3,a music video in which women in bikinis frolick in water
1624,video4736,swimming,4,a sexy woman in a bathing suit dancing
1625,video4736,swimming,5,a woman dances around in the pool
1626,video4736,swimming,6,a woman in a bikini plays in a pool
1627,video4736,swimming,7,a woman is dancing
1628,video4736,swimming,8,a woman is dancing in a bikini in the pool
1629,video4736,swimming,9,a woman is in a swimming pool with music playing
1630,video4736,swimming,10,girl jumping in water
1631,video4736,swimming,11,girls wearing swimming suit
1632,video4736,swimming,12,music is playing while a girl is having fun in a pool
1633,video4736,swimming,13,women are dancing in a large pool
1634,video4736,swimming,14,women are wearing bikinis in a pool
1635,video4736,swimming,15,women dance in a swimming pool
1636,video4736,swimming,16,women dance in water
1637,video4736,swimming,17,women enjoying in swimming pool with dance and song
1638,video4736,swimming,18,a sexy woman in a bathing suit dancing
1639,video4736,swimming,19,a girl is dancing in the pool
1640,video4759,swimming,0,a bodybuilder lifts some weights outside
1641,video4759,swimming,1,a couple of people strength exercising
1642,video4759,swimming,2,a muscular man is lifting weights
1643,video4759,swimming,3,a person is exercising outdoors
1644,video4759,swimming,4,a person is swimming
1645,video4759,swimming,5,a scene from a tv show
1646,video4759,swimming,6,a series of people in various sports
1647,video4759,swimming,7,a video clip shows various sports activities
1648,video4759,swimming,8,a woman is climbing a rope
1649,video4759,swimming,9,a woman runs in a race
1650,video4759,swimming,10,athletes train for various sports
1651,video4759,swimming,11,body builders and swimmers are showing off their bodys
1652,video4759,swimming,12,intro of some games festival
1653,video4759,swimming,13,montage of athletes competing
1654,video4759,swimming,14,multiple athletes performing intense athletic feats
1655,video4759,swimming,15,muscular people doing different physical activities to dramatic music
1656,video4759,swimming,16,people are lifting weights
1657,video4759,swimming,17,people are shown to be doing assorted exercises like swimming
1658,video4759,swimming,18,several athletes are showing off their abilities
1659,video4759,swimming,19,the man was lifting a lot of pounds for weights
1660,video4950,swimming,0,a walkway extends to the beach in a pleasant island environment
1661,video4950,swimming,1,view of a beautiful resort illuminated in the night in the middle of swimming pool
1662,video4950,swimming,2,music is playing while different still shots of beautiful beach front properties are displayed
1663,video4950,swimming,3,country song playing while nice hotel resort with amazing pools is shown during day and night
1664,video4950,swimming,4,a wooden deck that stretches out into the blue ocean water
1665,video4950,swimming,5,country pop plays while pictures of a resort on a beach are shown
1666,video4950,swimming,6,computer generated view of a clear pool and dock overlooking the ocean switching to the completed project
1667,video4950,swimming,7,peaceful picture of a resort area with the clear sky and water
1668,video4950,swimming,8,scenes of a tropical location are shown at morning and evening
1669,video4950,swimming,9,a birdseye view of a hotel resorts from various angles and at different times of the day
1670,video4950,swimming,10,instrumental music playing over images of a tropical destination
1671,video4950,swimming,11,a t shaped walkway separating pools and a pavilion surrounded by pools of water with lights
1672,video4950,swimming,12,person is recording the amazing water under the sky
1673,video4950,swimming,13,infinity pool in tropical setting with the ocean in the background
1674,video4950,swimming,14,a adventures scene displaying on the scene beautiful to look historical
1675,video4950,swimming,15,a adventures scene displaying on the scene beautiful to look historical
1676,video4950,swimming,16,a adventures scene historical place trees inside forest still image displaying on screen
1677,video4950,swimming,17,beautiful and smart models are walking in the ramp with beautiful dresses
1678,video4950,swimming,18,a wooden dock goes through the water and buildings are beside it
1679,video4950,swimming,19,there are beautiful blue waters on a dock near small buildings
1680,video513,swimming,0,a competitive swimming match
1681,video513,swimming,1,a man gives commentary for swimming in the olympics
1682,video513,swimming,2,a man is swimming
1683,video513,swimming,3,a swimming contest showing people swimming at the olympics
1684,video513,swimming,4,guys swimming in the swimming competition
1685,video513,swimming,5,many men are swimming competitively
1686,video513,swimming,6,men are swimming in a swimming competition
1687,video513,swimming,7,men compete in swimming
1688,video513,swimming,8,michael phelps competes against other swimmers
1689,video513,swimming,9,michale phelps is swimming in the olympics against others
1690,video513,swimming,10,olympic swimmers competing in a large pool
1691,video513,swimming,11,olympic swimmers race in london
1692,video513,swimming,12,people are competing in a swimming race
1693,video513,swimming,13,people swimming the length of a pool
1694,video513,swimming,14,swimmers are racing in a pool
1695,video513,swimming,15,the swim meet was very competitive
1696,video513,swimming,16,the swimmers are participating the tournament
1697,video513,swimming,17,underwater view of swimmers in competition
1698,video513,swimming,18,a competitive swimming match
1699,video513,swimming,19,people are competing in a swimming race
1700,video5197,swimming,0,a character is using a black board
1701,video5197,swimming,1,a minecraft character is teaching a class of monsters
1702,video5197,swimming,2,a minecraft video showcasing the monsters in a classroom
1703,video5197,swimming,3,a person is playing a video game
1704,video5197,swimming,4,a person is playing a video game
1705,video5197,swimming,5,a teacher is teaching students in minecraft
1706,video5197,swimming,6,a virtual school is shown in minecraft
1707,video5197,swimming,7,animated characters are in a classroom
1708,video5197,swimming,8,gameplay footage of minecraft
1709,video5197,swimming,9,in an animation a teacher is giving instruction to his students
1710,video5197,swimming,10,minecraft characters at a school
1711,video5197,swimming,11,minecraft video and music
1712,video5197,swimming,12,someone is playing a game
1713,video5197,swimming,13,someone is showing video graphics game
1714,video5197,swimming,14,the camera moves in on the video game schoolhouse
1715,video5197,swimming,15,the swimming pool was very large
1716,video5197,swimming,16,video game characters sitting in class
1717,video5197,swimming,17,animated characters are in a classroom
1718,video5197,swimming,18,animated characters are in a classroom
1719,video5197,swimming,19,someone is playing a game
1720,video5216,swimming,0,country music playing and showing luxurious houses on the beach
1721,video5216,swimming,1,there is a beautiful resort with lights all around
1722,video5216,swimming,2,there is a beautiful resort with lights all around
1723,video5216,swimming,3,a nice resort with a beach in front of the buildings
1724,video5216,swimming,4,a beautiful resort is shown on a ocean front from various views
1725,video5216,swimming,5,picturesque views of various travel destinations show off various amenities offered
1726,video5216,swimming,6,it is showing different scences that look like vacations places such as places with pools or an ocean view
1727,video5216,swimming,7,a hotel near the lake and with big swimming pool on the evening time
1728,video5216,swimming,8,in tropical location surrounded by water and piers
1729,video5216,swimming,9,there is a display of fancy luxury houses next to the beach and ocean during the early night
1730,video5216,swimming,10,a video of a really nice vacation spot somewhere in the world
1731,video5216,swimming,11,scenes of various lit houses are displayed and set to music
1732,video5216,swimming,12,pop rock music plays over images of vacation spots
1733,video5216,swimming,13,scenes of a tropical location are shown in sequence probably advertising a vacation spot
1734,video5216,swimming,14,different luxury homes with large pools are shown in a slide show
1735,video5216,swimming,15,still photos of a vacation resort with music playing
1736,video5216,swimming,16,a adventures scene displaying on the scene beautiful to look historical
1737,video5216,swimming,17,homes are shown next to bright blue water
1738,video5216,swimming,18,an island resort is being filmed out side
1739,video5216,swimming,19,some people in a place are at a pier
1740,video5411,swimming,0,two people are enjoying playing in pool here
1741,video5411,swimming,1,there is a dolphin playing with some kids
1742,video5411,swimming,2,there is some one swimming with dolphins
1743,video5411,swimming,3,two people are swimming with the dolphins in the tank
1744,video5411,swimming,4,a boy and girl is their in the swimming pool
1745,video5411,swimming,5,the director shoots a movie with the actress along with a dolphin animal in the swimming pool
1746,video5411,swimming,6,a man and a woman are diving in a pool with a dolphin while it whistles
1747,video5411,swimming,7,filming a woman swimming with a dolphin at a water park
1748,video5411,swimming,8,women doing shooting in swimming pool with dolphin
1749,video5411,swimming,9,there is a camera crew filiming a blond woman in a pool interacting with a dolpin
1750,video5411,swimming,10,a man and woman swaimming around in the water
1751,video5411,swimming,11,a woman in a red bathing suit swimswith a dolphin
1752,video5411,swimming,12,a woman screams happily as she swims with a dolphin
1753,video5411,swimming,13,a woman is training the dolphins in the water
1754,video5411,swimming,14,the women in the swimming pool playing with dolphin
1755,video5411,swimming,15,girl in red and boy in blue dress swimming in pool of water
1756,video5411,swimming,16,bunch of people swimming with the dolphins at an aquarium
1757,video5411,swimming,17,in a swimming pool a women and man swim in front of video
1758,video5411,swimming,18,the woman swims in the tank with the dolphin
1759,video5411,swimming,19,some people are swimming around in a pool with a dolphin
1760,video579,swimming,0,a man is swimming on one side of his body using only one hand and moving forward with his legs
1761,video579,swimming,1,a balding swimmer does a side stroke in a swiiming pool
1762,video579,swimming,2,a man does a side stroke in a a swimming pool underwater
1763,video579,swimming,3,a man wearing a dark swimsuit is swimming in a pool on his side with one arm at his waist and the other out in front
1764,video579,swimming,4,a man swims sideways below the surface of the water while extending one arm overhead and kicking his legs in a pool of reflections
1765,video579,swimming,5,a person in swimming pool show secret swim under the water
1766,video579,swimming,6,man swimming on his side through water in a pool
1767,video579,swimming,7,a person in a pair of black bathing shorts is swimming in crystal blue water
1768,video579,swimming,8,someone is swimming in the pool while a narrator instructs on swimming methods
1769,video579,swimming,9,a man does a side stroke swimming in a pool
1770,video579,swimming,10,a man swims in a swimming pool as a man describes it
1771,video579,swimming,11,man in black shorts is swimming underwater in the pool
1772,video579,swimming,12,the man is swimming underwater in the swimming pool
1773,video579,swimming,13,a man swims under the water in the pool
1774,video579,swimming,14,a man swimming in water with one hand displaying on screen
1775,video579,swimming,15,a person swimming inside water with one hand displaying on screen
1776,video579,swimming,16,a person wearing black swim trunks is swimming in a pool
1777,video579,swimming,17,a person in trunks shows how to swim in a pool
1778,video579,swimming,18,a person showing swimming techniques in front of camera
1779,video579,swimming,19,a man wearing black swim shorts is swimming on his side back and forth in a swimming pool
1780,video5820,swimming,0,a half naked man is swimming in a lake
1781,video5820,swimming,1,a man swims to his surfboard in a chick beneath a bridge
1782,video5820,swimming,2,a man is trying to swim on a blue surfboard in a lake there are other people laughing at him
1783,video5820,swimming,3,a man is swimming and catching the boat
1784,video5820,swimming,4,a man is swimming through a pool of shallow water to recover his surf board
1785,video5820,swimming,5,a boy swimming in the pond and climbing the surfer and moves with it
1786,video5820,swimming,6,a man jumps into the water trying to grab his surf board
1787,video5820,swimming,7,the swimming pool full water and a man swimming
1788,video5820,swimming,8,guy slips and falls into water catches boat and gets into it
1789,video5820,swimming,9,a man is swimming onto a surfboard in the middle of a river
1790,video5820,swimming,10,a young man paddling on a surfboard in a creek or river
1791,video5820,swimming,11,a man swims out to a surfboard while laughter is heard
1792,video5820,swimming,12,a man trying to get on his surfboard and swim push himself along with the surfboard
1793,video5820,swimming,13,man is swimming in the water on sunny day
1794,video5820,swimming,14,person is swimming in the water on a sunny day
1795,video5820,swimming,15,the man is swimming in the pool and relaxing on a sunny day
1796,video5820,swimming,16,someone swimming in water and lie on blue boat then all so swim
1797,video5820,swimming,17,a man is swimming to his surfboard in a canal
1798,video5820,swimming,18,shirtless guy getting ready to surf in the river
1799,video5820,swimming,19,a waterfall is crashing down into a river
1800,video5862,swimming,0,people swimming around in a pool and playing
1801,video5862,swimming,1,a music video with a pool/hot spring setting
1802,video5862,swimming,2,several men and women swim in a steamy pool and dive from diving boards
1803,video5862,swimming,3,a group of people are wading in a swimming pool and a man is diving off a diving board
1804,video5862,swimming,4,there are many young people in a large hot springs and a young man takes a dive off of the top of a bridge
1805,video5862,swimming,5,lot of men are enjoying bath in water pool and one jumps into it
1806,video5862,swimming,6,a pool party is going on with loud music in the background
1807,video5862,swimming,7,music plays while people swim in a heated pool
1808,video5862,swimming,8,a group of men and women were swimming in the water
1809,video5862,swimming,9,a people are swimming in the pool waetr
1810,video5862,swimming,10,a people are swimming in the pool waetr
1811,video5862,swimming,11,many people are swimming and smiling in water
1812,video5862,swimming,12,people in a steamy pool in the winter
1813,video5862,swimming,13,people are enjoying in a swimming pool
1814,video5862,swimming,14,people are swimming in a pool and a man is jumping off the diving board
1815,video5862,swimming,15,a group of people swim in a lake outside while music plays
1816,video5862,swimming,16,people at a ski resort in a steamy pool
1817,video5862,swimming,17,a group of people swim in a pool with steam coming off it
1818,video5862,swimming,18,a macklemore song is playing over shots of people in a pool
1819,video5862,swimming,19,a person is about to jump in a lake outside
1820,video6185,swimming,0,a couple of judges are shown on a jumbo screen at a synchronized swimming event
1821,video6185,swimming,1,a judge is giving her explanation
1822,video6185,swimming,2,a man speaks to a person on stage
1823,video6185,swimming,3,a swim team is shown standing on television
1824,video6185,swimming,4,a swim team is standing on stage
1825,video6185,swimming,5,a team awaits scores from the judges
1826,video6185,swimming,6,a woman talks to a woman sitting in the audience
1827,video6185,swimming,7,gymnasts are waiting for their scores
1828,video6185,swimming,8,judges at a swimming competition
1829,video6185,swimming,9,judges give scores at a competition
1830,video6185,swimming,10,ladies speaking at swimming event
1831,video6185,swimming,11,many people talk together at a sporting event
1832,video6185,swimming,12,many women are posing together
1833,video6185,swimming,13,professional swim dancers aer being judged
1834,video6185,swimming,14,several people are having a conversation at a sporting event
1835,video6185,swimming,15,some people are talking
1836,video6185,swimming,16,synchronized swimmers await their scores
1837,video6185,swimming,17,women dressed up standing on a stage
1838,video6185,swimming,18,judges give scores at a competition
1839,video6185,swimming,19,several people are having a conversation at a sporting event
1840,video6551,swimming,0,a clip is shown from a talent show
1841,video6551,swimming,1,a clip taken from a talent show
1842,video6551,swimming,2,a group of judges is watching an act
1843,video6551,swimming,3,a man with an umbrella is talking about something in outdoor
1844,video6551,swimming,4,a man is talking
1845,video6551,swimming,5,a man is watching a game show in the rain
1846,video6551,swimming,6,a man wearing a black shirt
1847,video6551,swimming,7,a person using an umbrella and swimmers stretching
1848,video6551,swimming,8,four women are preparing to perform in the water
1849,video6551,swimming,9,judges are reacting to a swimming act on a talent show
1850,video6551,swimming,10,judges watch as people perch above large water tanks begin to enter them on a television show
1851,video6551,swimming,11,people are watching performers on top of a tank of water
1852,video6551,swimming,12,people judge a performance
1853,video6551,swimming,13,simon cowell and others are watching a competition
1854,video6551,swimming,14,simon cowell judging his show
1855,video6551,swimming,15,simon cowell sits in judgement of a talent show
1856,video6551,swimming,16,swimmers performing in front of judges at a talent contest
1857,video6551,swimming,17,television program hosts are talking about contestants
1858,video6551,swimming,18,a clip is shown from a talent show
1859,video6551,swimming,19,a man is watching a game show in the rain
1860,video6791,swimming,0,a scene from a tv show
1861,video6791,swimming,1,a video is shown of different people on a talent show swimming
1862,video6791,swimming,2,four women are performing in the water
1863,video6791,swimming,3,four women are performing under water while judges are clapping their hands
1864,video6791,swimming,4,four women hop out of tanks of water
1865,video6791,swimming,5,four women perform an act in water and are watched by a panel of judges
1866,video6791,swimming,6,four women performing in water tanks
1867,video6791,swimming,7,four women swiming in small boxes in front of simon cowell video has no audio
1868,video6791,swimming,8,judges and a crowd look on while four swimmers sing
1869,video6791,swimming,9,judges are clapping for a performance
1870,video6791,swimming,10,people are swimming in little tanks
1871,video6791,swimming,11,people preform for judges in a competition
1872,video6791,swimming,12,simmon from american idol watch some games
1873,video6791,swimming,13,some woman s are in water and other s are clapping his hand s
1874,video6791,swimming,14,synchronized swimmers dancing in water
1875,video6791,swimming,15,synchronized swimmers emerge from water tanks
1876,video6791,swimming,16,syncronized swimmers perform in tanks
1877,video6791,swimming,17,women perform in water for judges
1878,video6791,swimming,18,women surface above the water
1879,video6791,swimming,19,four women are performing in the water
1880,video6829,swimming,0,a woman and a girl are swimming in a swimming pool together
1881,video6829,swimming,1,a woman and a girl swimming under water in a pool
1882,video6829,swimming,2,a woman and girl are swimming
1883,video6829,swimming,3,a woman and girl are swimming
1884,video6829,swimming,4,a woman is swimming
1885,video6829,swimming,5,a young girl swims underwater with an older girl
1886,video6829,swimming,6,an adult woman and female girl swimming underneath the water in a swimming pool
1887,video6829,swimming,7,girls are swimming in a pool
1888,video6829,swimming,8,girls are swimming under water in a swimming pool
1889,video6829,swimming,9,two females are swimming together under the water
1890,video6829,swimming,10,two girls are swimming in a pool
1891,video6829,swimming,11,two girls are swimming in a pool
1892,video6829,swimming,12,two girls are swimming underwater
1893,video6829,swimming,13,two girls swimming underwater in a large pool
1894,video6829,swimming,14,two women are swimming inside the water in a swimming pool
1895,video6829,swimming,15,two women swim underwater in a pool
1896,video6829,swimming,16,two young girls are swimming underwater in a pool
1897,video6829,swimming,17,two young girls swim in a pool together
1898,video6829,swimming,18,woman and girl swimming under water
1899,video6829,swimming,19,young girls swimming at the bottom of a pool
1900,video6850,swimming,0,a group of judges watching a performance on stage
1901,video6850,swimming,1,a panel of judges are watching women perform in water
1902,video6850,swimming,2,a talent show where the contestants are performing in water
