image_id,image_path,caption_1,caption_2,caption_3,caption_4,caption_5
img_00201,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00201.jpg,A brown and white dog runs across the grass .,A brown and white dog runs through the green grass .,A dog running on the grass .,A dog runs around in a field .,The white and brown dog is running through the grass .
img_00202,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00202.jpg,A boy climbs an indoor rock climbing wall .,A boy climbs a rock wall .,A boy is climbing up a rock-climbing wall while an older boy stands on the ground,Boy rock climbing on a blue wall while an adult looks away .,Little boy climbing an indoor rock climbing wall .
img_00203,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00203.jpg,A dirt biker in the desert .,A man does a jump in the desert on a motorcycle .,A man is doing a motocross jump into the air .,A man is riding his dirt bike through the air in the desert .,A motorcycle rider wearing black and silver does a wheelie on a sandy terrain .
img_00204,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00204.jpg,A female toddler wearing a pink shirt is playing on a playground .,A little girl in pink and purple stands on a playground .,A very young girl is walking on a playground .,The little girl is playing at the playground .,Young child in pink top and purple pants clutching a turquoise guard rail .
img_00205,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00205.jpg,A dog is running through the snow .,a thin white dog is running through snow .,A white dog with black markings runs through the snow .,A white dog with red ears is running in the snow .,A white dog with tan ears is running through the snow
img_00206,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00206.jpg,a boy jumps into the pool .,An adult watches a child somersault into the pool while another child looks on .,A woman throwing a little boy into the pool .,Woman in blue is tossing a young child into a pool .,Woman throws little boy into pool as another boy watches .
img_00207,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00207.jpg,A guy skateboarding .,a skateboarder jumps into the air .,A skateboarder performs a stunt .,A young man is jumping in the air with his skateboard .,Skateboard rider jumping high in the air on skateboard .
img_00208,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00208.jpg,A child stands near a fence .,A small child touches a wooden fence .,A toddler boy stands by a wooden fence .,A toddler in a white t-shirt is touching the wooden fence .,Blond boy touching wooden wall .
img_00209,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00209.jpg,A group of men play soccer on the field .,A man in a red uniform leaps in the air as one in a white uniform tries to kick a ball .,"During a soccer game , one man is in the air while another has one foot down .",The soccer player in white is challenging the player in red for the ball in midair .,"Two soccer teams are playing , one is in white the other in red ."
img_00210,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00210.jpg,a dog runs across the grass .,A golden dog is running on the grass .,A tan dog leaping in a grassy field .,Brown dog leaps through field .,The dog is running quickly through the meadow .
img_00211,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00211.jpg,A surfer rides the crashing waves while another follows behind .,One man riding a surfboard and one man laying on a surfboard on light waves .,two surfers are riding waves in open water .,Two surfers on riding a small wave .,Two surfers perform tricks in the waves .
img_00212,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00212.jpg,A man is sitting on the sidewalk by a tree .,A man sits on a sidewalk .,A man sitting on a curb in a city park .,Little boy sitting on the sidewalk outside .,"through the power lines , a man sits near an unusual shaped tree stump"
img_00213,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00213.jpg,A group of men play hockey in a stadium .,A player sits on the bench while watching his teammates play ice hockey .,A referee breaking up a fight during a hockey game .,A referee is intervening in a hockey game .,Four hockey players and a referee on the ice .
img_00214,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00214.jpg,A boy in swimming trunks is splashing in a swimming pool .,a boy jumps into the pool .,A boy splashes in a pool with his arms out to catch something .,a young boy jumping to catch something in a pool .,Boy reaches up while in pool .
img_00215,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00215.jpg,An artist painting on a small canvas,A woman standing on a lawn painting a picture .,A woman wearing overalls standing at an easel painting a picture .,Girl in blue coverall painting,The lady holds her paintbrush next to the artist 's easel .
img_00216,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00216.jpg,a man riding a bike through the forest,A mountain biker rides through a shady trail .,A mountain biker travels along a dirt trail inside a heavily wooded area .,A person biking near trees .,Bicyclist in racing gear rides through forest area .
img_00217,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00217.jpg,A brown dog bares its fangs .,A German shepherd on a leash barking up at somebody .,A leashed dog holds its mouth open wide .,"Brown dog barking at something off camera , green background .",The brown and black dog has his mouth open .
img_00218,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00218.jpg,A boys jumps into the water upside down .,A child diving headfirst into a lake .,A man is falling backward in swim gear over a large body of water nearby an urban area .,The man is going into the water .,The person is going into the water .
img_00219,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00219.jpg,"A man with a white beard , a partially bald man and a woman with short hair posing for a picture",Three people are posing for a camera .,Two bearded men and a woman .,Two men and a woman pose for a picture .,Two men and woman posing together .
img_00220,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00220.jpg,Two bandmates in white play guitar .,Two men are playing guitars together,Two men in white play guitars .,Two men in white suits are playing electric guitars .,Two musicians in white suits play guitars while surrounded by associated gear and a red curtain .
img_00221,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00221.jpg,"A little girl dances in a grassy field , another girl is in the background .",A little girl in a white blouse and blue pants frolics on the grass .,A little girl in blue panes dances on the grass .,"A small girl standing on one leg in the grass , with another child in the background .",There are two small children playing in a yard .
img_00222,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00222.jpg,A lady riding a mini motorcycle,an african-american woman rides her moped .,A woman on a motorcycle is wearing heels .,A woman wearing a black skirt and pumps is riding her white and red moped .,Woman riding a small red and white motorcycle and wearing a matching red helmet and scarf
img_00223,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00223.jpg,A man and a boy behind the wheel of a car .,A man drives a truck while a child sits on his lap and steers .,A man drives a vehicle with a child on his lap .,Man and little boy driving a large brown SUV .,There is a man with a small boy on his lap sitting in the drivers seat of a jeep .
img_00224,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00224.jpg,A man does technical rock climbing .,A man dressed in all black is climbing down a mountain supported by cords,A man is climbing the side of a cliff .,a man wearing a white helmet is abseiling down a sandy colored rock face .,A rock climber with a white helmet is repelling .
img_00225,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00225.jpg,A flock of birds disturbed and in flight in front of a wall that has a mural of three women and a man .,A flock of birds flying past a chinese mural on a building .,A flock of birds fly up from the ground next to a building with a mural .,A group of birds fly up from the street against a painted wall .,Flock of pigeons flying in front of building with a mural painted on it .
img_00226,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00226.jpg,a bride being escorted under an umbrella to a large black car,a bride takes cover under an umbrella .,A newly wed wife is under an umbrella held by a pastor .,An older newly wed couple stand under an umbrella in the rain .,Newlyweds stand outside in the train .
img_00227,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00227.jpg,A boy in a yellow polo standing in tall grass,A kid hides from the camera in the overgrown bushes .,A little boy standing in very tall green grass .,Boy in striped shirt standing among the tall grasses .,"The little boy in a yellow , striped shirt stands in some tall grass ."
img_00228,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00228.jpg,A boy carries a boogieboard on the beach .,A boy is carrying a black body board across the sand .,A boy standing on a beach .,A kid in black carrying a cushion .,A young boy wearing a spider-patterned shirt on the sand .
img_00229,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00229.jpg,"A person on what appears to be a surfboard , rides the waves onto shore .",A surfer in the distance is at the base of the wave close to the shore .,A surfer is caught in an incoming wave along a dirty beach nearby mountains .,A surfer rides a wave as it crashes on the beach .,A surfer takes on a high wave beyond a rocky beach .
img_00230,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00230.jpg,A woman floats with her face out of water in a pool with another woman nearby posing for the camera .,Two children are smiling for picture being taken of them in a swimming pool .,Two children relaxing by the pool .,Two girls in a swimming pool .,Two smiling children in a swimming pool .
img_00231,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00231.jpg,A woman in a yellow coat is standing on a sidewalk .,A woman in a yellow jacket and brown hat stands on a path by a lake .,"A woman wearing a brown hat , sunglasses , jeans , white shoes and a yellow trench coat stand on the sidewalk .",A young woman waits under a sculpture in a park .,Woman with hat staring in the distance at park with sculpture .
img_00232,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00232.jpg,a lone woman wearing a bikini on a beach walking a dog on a leash,A woman in a bathing suit walks a dog on the beach .,A woman in a bikini pulls a dog on a leash at the beach .,A woman is standing at the beach with her dog on a leash,A woman walking a dog on a beach .
img_00233,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00233.jpg,A brown dog playing with a tennis ball on a beach,A dog playing in the waves with a ball .,A dog plays with a ball at the beach .,A small brown dog plays with a ball on the beach .,Brown dog jumping near water on the beach .
img_00234,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00234.jpg,A man with a blue shirt posing with a taller man in sunglasses,A man with glasses and a blue and black striped shirt and another man wearing a brown jacket pose for a picture .,One man in stripes and one in leather pose for the camera in a city .,Two men are standing on a street surrounded by buildings .,Two men wearing eyeglasses standing together .
img_00235,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00235.jpg,A bunch of people near a christmas type tree .,A couple hurrying past an urban ice skating park .,Many people are outside watching ice skaters .,People are skating in a outdoor rink around a huge Christmas tree .,People walking by an outdoor ice rink with a tree in the center .
img_00236,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00236.jpg,A group of young men sit on rock and look in the distance .,Three guys sitting on rocks looking at the scenery .,Three men sit on rocks in the sand while the man in the red hat and shirt looks out .,Three young men sit on rocks at the top of a mountian .,Two guys sit on rocks while another stands looking in the distance .
img_00237,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00237.jpg,Two brown dogs are running on the sand .,Two brown dogs on the sand,Two brown dogs running and playing on a beach .,Two brown dogs running together on sand,Two dogs run on the beach .
img_00238,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00238.jpg,A young boy poses behind the netting of an enclosed play area while three other children play .,Children playing in a green and blue bounce house .,Children play in the blue and green jumping tent filled with air .,Four children are playing on a bouncy castle .,The little kids all play and jump around inside the inflatable toy .
img_00239,/workspace/Exposicion2/notebooks/data/processed/images/imagen_00239.jpg,Two black dogs in the snow .,Two black dogs jump in the snow .,Two black dogs run in the snow in a field of dry grass .,Two dogs are running and playing in the snow,Two dogs playing in the snow .
