video_id,frame_file,sport,frame_number,caption_by_blip
video7390,video7390_frame_001.jpg,soccer,1,a soccer game with a soccer ball on the field
video7390,video7390_frame_002.jpg,soccer,2,a soccer game with a player on the field
video7390,video7390_frame_003.jpg,soccer,3,fifa 2014 - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screens
video7390,video7390_frame_004.jpg,soccer,4,a soccer game with a player on the field
video7390,video7390_frame_005.jpg,soccer,5,a soccer game with a player on the field
video7390,video7390_frame_006.jpg,soccer,6,a soccer game with a player on the field
video7390,video7390_frame_007.jpg,soccer,7,fifa 2018 - ps4 - ps4 - ps4 - ps4 - ps4 - ps4 - ps4 - ps4 - ps
video7390,video7390_frame_008.jpg,soccer,8,fifa 18 screenshote - screenshote
video7390,video7390_frame_009.jpg,soccer,9,fifa 18 screenshots - screenshots com
video7390,video7390_frame_010.jpg,soccer,10,a soccer game with a player on the field
video7390,video7390_frame_011.jpg,soccer,11,fifa 18 - pst - screenshote
video8730,video8730_frame_000.jpg,soccer,0,a group of people playing soccer on a field
video8730,video8730_frame_001.jpg,soccer,1,a group of people playing soccer on a field
video8730,video8730_frame_002.jpg,soccer,2,a soccer goal with a ball and a net
video8730,video8730_frame_003.jpg,soccer,3,a soccer goal with a ball and net
video8730,video8730_frame_004.jpg,soccer,4,a group of people playing soccer on a field
video8730,video8730_frame_005.jpg,soccer,5,a group of people playing soccer on a field
video8730,video8730_frame_006.jpg,soccer,6,a group of people playing soccer on a field
video8730,video8730_frame_007.jpg,soccer,7,a group of people playing soccer on a field
video8730,video8730_frame_008.jpg,soccer,8,a group of men standing on top of a tennis court
video8730,video8730_frame_009.jpg,soccer,9,a group of men standing on top of a tennis court
video8730,video8730_frame_010.jpg,soccer,10,a group of young men standing on top of a tennis court
video8730,video8730_frame_011.jpg,soccer,11,a group of people standing on top of a soccer field
video8967,video8967_frame_000.jpg,soccer,0,a group of people playing a game of basketball
video8967,video8967_frame_001.jpg,soccer,1,a group of men playing a game of basketball
video8967,video8967_frame_002.jpg,soccer,2,a group of people playing a game of basketball
video8967,video8967_frame_003.jpg,soccer,3,a group of people playing a game of basketball
video8967,video8967_frame_004.jpg,soccer,4,a group of people playing a game of basketball
video8967,video8967_frame_005.jpg,soccer,5,two men are standing on a basketball court
video8967,video8967_frame_006.jpg,soccer,6,a man in a white shirt is giving the peace sign
video8967,video8967_frame_007.jpg,soccer,7,a man is trying to block a ball
video8967,video8967_frame_008.jpg,soccer,8,a man is playing a game of futsal
video8967,video8967_frame_009.jpg,soccer,9,a soccer player is trying to block the ball
video8967,video8967_frame_010.jpg,soccer,10,a group of men playing a game of basketball
video8967,video8967_frame_011.jpg,soccer,11,a basketball game with a player in the middle
video9182,video9182_frame_000.jpg,soccer,0,a soccer game with a player in the middle of the field
video9182,video9182_frame_001.jpg,soccer,1,fifa 2018 - ps4 - barcelona vs barcelona
video9182,video9182_frame_002.jpg,soccer,2,a soccer game with a player in the middle of the field
video9182,video9182_frame_003.jpg,soccer,3,a soccer player kicking a ball on a field
video9182,video9182_frame_004.jpg,soccer,4,a soccer player kicking a ball on a field
video9182,video9182_frame_005.jpg,soccer,5,a soccer player is playing a game on the field
video9182,video9182_frame_006.jpg,soccer,6,fifa 18 - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screens
video9182,video9182_frame_007.jpg,soccer,7,fifa 18 - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screens
video9182,video9182_frame_008.jpg,soccer,8,fifa 18 - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screenshote - screens
video9182,video9182_frame_009.jpg,soccer,9,fifa 18 screenshote soccer game
video9182,video9182_frame_010.jpg,soccer,10,fifa 18 - screenshote - screenshote
video9182,video9182_frame_011.jpg,soccer,11,fifa 18 - screenshote - screenshote
video9183,video9183_frame_000.jpg,soccer,0,a baseball player is about to catch the ball
video9183,video9183_frame_001.jpg,soccer,1,a soccer player is playing with a ball
video9183,video9183_frame_002.jpg,soccer,2,a soccer game is shown on a screen
video9183,video9183_frame_003.jpg,soccer,3,a soccer game is shown on a screen
video9183,video9183_frame_004.jpg,soccer,4,a video of a soccer game being played by a man
video9183,video9183_frame_005.jpg,soccer,5,a video of a soccer game being played by a player
video9183,video9183_frame_006.jpg,soccer,6,a soccer player is seen on the screen
video9183,video9183_frame_007.jpg,soccer,7,a video of a volleyball match with people playing
video9183,video9183_frame_008.jpg,soccer,8,a young boy is seen in this image from the video
video9183,video9183_frame_009.jpg,soccer,9,a screen shot of a kid playing soccer
video9183,video9183_frame_010.jpg,soccer,10,a video of a young boy playing soccer
video9183,video9183_frame_011.jpg,soccer,11,a man is running on the beach with a ball
video1397,video1397_frame_000.jpg,swimming,0,a dog is playing in the pool with a ball
video1397,video1397_frame_001.jpg,swimming,1,a dog is playing in the pool with a ball
video1397,video1397_frame_002.jpg,swimming,2,a dog is playing in the pool with a ball
video1397,video1397_frame_003.jpg,swimming,3,a dog is jumping into a pool with a ball
video1397,video1397_frame_004.jpg,swimming,4,a man and his dog playing in the pool
video1397,video1397_frame_005.jpg,swimming,5,two dogs playing in a pool with a man
video1397,video1397_frame_006.jpg,swimming,6,a man is playing with two dogs in the pool
video1397,video1397_frame_007.jpg,swimming,7,a dog is playing with a ball in the pool
video1397,video1397_frame_008.jpg,swimming,8,a man and his dog are playing in the pool
video1397,video1397_frame_009.jpg,swimming,9,a man is playing with a dog in the pool
video1397,video1397_frame_010.jpg,swimming,10,a man and two dogs playing in a pool
video1397,video1397_frame_011.jpg,swimming,11,two men playing in the pool with a dog
video1437,video1437_frame_000.jpg,swimming,0,a dog is playing with a ball in the pool
video1437,video1437_frame_001.jpg,swimming,1,a dog is playing with a ball in the pool
video1437,video1437_frame_002.jpg,swimming,2,two dogs playing in a pool with a ball
video1437,video1437_frame_003.jpg,swimming,3,a dog is playing in the pool with a ball
video1437,video1437_frame_004.jpg,swimming,4,a dog is playing with a ball in the pool
video1437,video1437_frame_005.jpg,swimming,5,a man and his dog playing in the pool
video1437,video1437_frame_006.jpg,swimming,6,a woman and her dog playing in the pool
video1437,video1437_frame_007.jpg,swimming,7,a dog is playing with a man in the pool
video1437,video1437_frame_008.jpg,swimming,8,a man is playing with a dog in the pool
video1437,video1437_frame_009.jpg,swimming,9,a man and his dog are playing in the pool
video1437,video1437_frame_010.jpg,swimming,10,a man and a dog are playing in the pool
video1437,video1437_frame_011.jpg,swimming,11,two dogs playing in the pool
video1649,video1649_frame_000.jpg,swimming,0,a man in a suit and tie is dancing
video1649,video1649_frame_001.jpg,swimming,1,a man and woman kissing in front of a mirror
video1649,video1649_frame_002.jpg,swimming,2,a man and woman kissing in front of a mirror
video1649,video1649_frame_003.jpg,swimming,3,a man and woman standing in a room
video1649,video1649_frame_004.jpg,swimming,4,a man and a woman standing next to each other people
video1649,video1649_frame_005.jpg,swimming,5,a woman in a yellow bikini standing next to a pool
video1649,video1649_frame_006.jpg,swimming,6,a woman in a yellow bikini standing next to a pool
video1649,video1649_frame_007.jpg,swimming,7,a woman in a yellow dress standing next to a pool
video1649,video1649_frame_008.jpg,swimming,8,a woman in a yellow bikini standing next to a pool
video1649,video1649_frame_009.jpg,swimming,9,a woman in a yellow dress standing next to a pool
video1649,video1649_frame_010.jpg,swimming,10,a woman in a yellow dress standing next to a pool
video1649,video1649_frame_011.jpg,swimming,11,a woman in a yellow bikini standing next to a pool
video2028,video2028_frame_000.jpg,swimming,0,a woman standing in front of a pool
video2028,video2028_frame_001.jpg,swimming,1,a woman standing in front of a pool
video2028,video2028_frame_002.jpg,swimming,2,a woman in a black dress standing next to a pool
video2028,video2028_frame_003.jpg,swimming,3,a man standing on a stage with a guitar
video2028,video2028_frame_004.jpg,swimming,4,a man on stage with a guitar and a microphone
video2028,video2028_frame_005.jpg,swimming,5,a man and woman sitting in an airplane
video2028,video2028_frame_006.jpg,swimming,6,a person standing on the shore of a lake
video2028,video2028_frame_007.jpg,swimming,7,two people are standing near the water at sunset
video2028,video2028_frame_008.jpg,swimming,8,a woman standing next to a white horse
video2028,video2028_frame_009.jpg,swimming,9,a woman walking a white horse in a barn
video2028,video2028_frame_010.jpg,swimming,10,a woman is walking with a white horse
video2028,video2028_frame_011.jpg,swimming,11,a horse is standing in a barn with a person walking by
video2622,video2622_frame_000.jpg,swimming,0,a group of women dancing in a pool
video2622,video2622_frame_001.jpg,swimming,1,a group of women dancing in a courtyard
video2622,video2622_frame_002.jpg,swimming,2,a woman in a pink top and purple pants dancing
video2622,video2622_frame_003.jpg,swimming,3,a group of women dancing in front of a pool
video2622,video2622_frame_004.jpg,swimming,4,a group of women doing a dance routine
video2622,video2622_frame_005.jpg,swimming,5,a woman in a pink top is dancing in front of a pool
video2622,video2622_frame_006.jpg,swimming,6,a group of women dancing in a pool
video2622,video2622_frame_007.jpg,swimming,7,a group of women doing a dance routine
video2622,video2622_frame_008.jpg,swimming,8,a group of women dancing in a pool
video2622,video2622_frame_009.jpg,swimming,9,two women doing a dance routine in a pool
video2622,video2622_frame_010.jpg,swimming,10,a group of women are dancing in a pool
video2622,video2622_frame_011.jpg,swimming,11,a group of women dancing in a pool
video2714,video2714_frame_000.jpg,swimming,0,a man in a yellow life jacket is floating in the water
video2714,video2714_frame_001.jpg,swimming,1,a man in a yellow life vest is floating in the water
video2714,video2714_frame_002.jpg,swimming,2,a man in a yellow life vest is floating in the water
video2714,video2714_frame_003.jpg,swimming,3,a man in a yellow life vest is floating in the water
video2714,video2714_frame_004.jpg,swimming,4,a man in a yellow life vest is floating in the water
video2714,video2714_frame_005.jpg,swimming,5,a man floating in the water with a yellow raft
video2714,video2714_frame_006.jpg,swimming,6,a man floating in the water with his arms up
video2714,video2714_frame_007.jpg,swimming,7,a man floating in the water with his arms up
video2714,video2714_frame_008.jpg,swimming,8,a group of people swimming in the water
video2714,video2714_frame_009.jpg,swimming,9,a group of people swimming in the water
video2714,video2714_frame_010.jpg,swimming,10,a group of people swimming in the water
video2714,video2714_frame_011.jpg,swimming,11,a group of people swimming in the river
video3613,video3613_frame_000.jpg,swimming,0,a woman in a black outfit is dancing
video3613,video3613_frame_001.jpg,swimming,1,three women in wetsuits dancing and posing
video3613,video3613_frame_002.jpg,swimming,2,a woman in a pink dress is swimming with sharks
video3613,video3613_frame_003.jpg,swimming,3,a woman in a pink dress standing in a pool
video3613,video3613_frame_004.jpg,swimming,4,a woman in a pink dress standing in the water
video3613,video3613_frame_005.jpg,swimming,5,a woman in a pink dress standing on a white surface
video3613,video3613_frame_006.jpg,swimming,6,britney and the pussys
video3613,video3613_frame_007.jpg,swimming,7,a woman in a pink dress is floating in the water
video3613,video3613_frame_008.jpg,swimming,8,a woman in a pink dress is floating in the water
video3613,video3613_frame_009.jpg,swimming,9,a woman in a pink dress is floating in the water
video3613,video3613_frame_010.jpg,swimming,10,britney - i'm - official video
video3613,video3613_frame_011.jpg,swimming,11,lady gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga gaga
video3991,video3991_frame_000.jpg,swimming,0,a video of a pool in a building
video3991,video3991_frame_001.jpg,swimming,1,a 3d rendering of a swimming pool
video3991,video3991_frame_002.jpg,swimming,2,a pool with a man standing on it
video3991,video3991_frame_003.jpg,swimming,3,a man is jumping into a pool
video3991,video3991_frame_004.jpg,swimming,4,a man is playing with a pool in a backyard
video3991,video3991_frame_005.jpg,swimming,5,a rendering of a park with trees and a circular area
video3991,video3991_frame_006.jpg,swimming,6,a rendering of a house in the middle of a park
video3991,video3991_frame_007.jpg,swimming,7,a video of a driveway with a tree in the background
video3991,video3991_frame_008.jpg,swimming,8,a video of a house with a driveway
video3991,video3991_frame_009.jpg,swimming,9,a man kneeling in front of a building
video3991,video3991_frame_010.jpg,swimming,10,a rendering of the proposed park
video3991,video3991_frame_011.jpg,swimming,11,a rendering of a park with a fountain
video4075,video4075_frame_000.jpg,swimming,0,a woman is holding a bottle in her hand
video4075,video4075_frame_001.jpg,swimming,1,a man in a black tank top is standing near a swimming pool
video4075,video4075_frame_002.jpg,swimming,2,a man in a black tank top is sitting on a bench
video4075,video4075_frame_003.jpg,swimming,3,a man is sitting on a bench in front of a swimming pool
video4075,video4075_frame_004.jpg,swimming,4,a man is standing in front of a swimming pool
video4075,video4075_frame_005.jpg,swimming,5,a man is standing in front of a swimming pool
video4075,video4075_frame_006.jpg,swimming,6,a woman is sitting in front of a pool
video4075,video4075_frame_007.jpg,swimming,7,a man is dancing in the street while others watch
video4075,video4075_frame_008.jpg,swimming,8,a man in a black tank top is dancing
video4075,video4075_frame_009.jpg,swimming,9,a man is standing in front of a swimming pool
video4075,video4075_frame_010.jpg,swimming,10,a man is standing in front of a pool
video4075,video4075_frame_011.jpg,swimming,11,a man is standing in front of a pool
video4176,video4176_frame_000.jpg,swimming,0,a man is throwing a ball into a large green container
video4176,video4176_frame_001.jpg,swimming,1,a man and woman are in a large container
video4176,video4176_frame_002.jpg,swimming,2,a group of people are playing in a pool
video4176,video4176_frame_003.jpg,swimming,3,a group of people are playing in a pool
video4176,video4176_frame_004.jpg,swimming,4,a group of people playing in a pool
video4176,video4176_frame_005.jpg,swimming,5,a group of people playing in a pool
video4176,video4176_frame_006.jpg,swimming,6,a group of people playing in a pool
video4176,video4176_frame_007.jpg,swimming,7,a group of people are playing in the water
video4176,video4176_frame_008.jpg,swimming,8,a group of people are playing in a pool
video4176,video4176_frame_009.jpg,swimming,9,a group of people are playing in a pool
video4176,video4176_frame_010.jpg,swimming,10,a group of people are in a large container
video4176,video4176_frame_011.jpg,swimming,11,a group of people are in a pool
video4239,video4239_frame_000.jpg,swimming,0,a woman in a bikini is swimming in the water
video4239,video4239_frame_001.jpg,swimming,1,a woman in a bikini swimming in a pool
video4239,video4239_frame_002.jpg,swimming,2,two people are swimming in a pool
video4239,video4239_frame_003.jpg,swimming,3,two girls in a pool playing with each other girls
video4239,video4239_frame_004.jpg,swimming,4,a woman in a bikini is playing with a dog
video4239,video4239_frame_005.jpg,swimming,5,a woman in a bikini is swimming in the pool
video4239,video4239_frame_006.jpg,swimming,6,two girls in a pool playing with each other girls
video4239,video4239_frame_007.jpg,swimming,7,a man is standing in the water with his feet in the water
video4239,video4239_frame_008.jpg,swimming,8,a person is swimming in the water
video4239,video4239_frame_009.jpg,swimming,9,a woman swimming in a pool with a yellow shirt
video4239,video4239_frame_010.jpg,swimming,10,a woman is swimming in the water
video4239,video4239_frame_011.jpg,swimming,11,a dog swimming in the water with its head in the air
video4440,video4440_frame_000.jpg,swimming,0,a woman in a black shirt and glasses is standing in front of a blue screen
video4440,video4440_frame_001.jpg,swimming,1,the logo for the french league
video4440,video4440_frame_002.jpg,swimming,2,two men standing on a diving platform in a pool
video4440,video4440_frame_003.jpg,swimming,3,two men standing on a diving platform in a pool
video4440,video4440_frame_004.jpg,swimming,4,two men standing on a diving platform in a pool
video4440,video4440_frame_005.jpg,swimming,5,two men standing on a diving platform in a pool
video4440,video4440_frame_006.jpg,swimming,6,two men are standing on a diving platform
video4440,video4440_frame_007.jpg,swimming,7,two men standing on a diving platform in a pool
video4440,video4440_frame_008.jpg,swimming,8,two men are standing on a platform in a pool
video4440,video4440_frame_009.jpg,swimming,9,a person standing on the edge of a swimming pool
video4440,video4440_frame_010.jpg,swimming,10,a person standing on the edge of a swimming pool
video4440,video4440_frame_011.jpg,swimming,11,a person standing on the edge of a swimming pool
video4481,video4481_frame_000.jpg,swimming,0,a woman in a black swimsuit is swimming
video4481,video4481_frame_001.jpg,swimming,1,a woman in a black swimsuit is playing with a man
video4481,video4481_frame_002.jpg,swimming,2,a woman in a swim suit is holding a baby
video4481,video4481_frame_003.jpg,swimming,3,a woman in a black bikini is holding a baby
video4481,video4481_frame_004.jpg,swimming,4,a woman in a black bathing suit is holding a pink toy
video4481,video4481_frame_005.jpg,swimming,5,a woman in a swim suit holding a baby
video4481,video4481_frame_006.jpg,swimming,6,a woman holding a baby in the water
video4481,video4481_frame_007.jpg,swimming,7,a woman holding a baby in the water
video4481,video4481_frame_008.jpg,swimming,8,a woman in a swim suit is holding a baby
video4481,video4481_frame_009.jpg,swimming,9,a man and woman in the water
video4481,video4481_frame_010.jpg,swimming,10,a man is holding a woman in the water
video4481,video4481_frame_011.jpg,swimming,11,a man is holding a woman in the water
video4540,video4540_frame_000.jpg,swimming,0,a black background with a white and red flower
video4540,video4540_frame_001.jpg,swimming,1,two people in the water with one person in the water
video4540,video4540_frame_002.jpg,swimming,2,a group of people swimming in a pool
video4540,video4540_frame_003.jpg,swimming,3,a man in a swimming suit is in the water
video4540,video4540_frame_004.jpg,swimming,4,a man in a swimming suit is in the water
video4540,video4540_frame_005.jpg,swimming,5,a man in a swimming suit is in the water
video4540,video4540_frame_006.jpg,swimming,6,a man swimming in a pool with a camera
video4540,video4540_frame_007.jpg,swimming,7,a man is swimming in a pool with a woman
video4540,video4540_frame_008.jpg,swimming,8,a man swimming in the ocean with a red hat
video4540,video4540_frame_009.jpg,swimming,9,a man swimming in the water with his feet in the water
video4540,video4540_frame_010.jpg,swimming,10,a man swimming in the water with a shark
video4540,video4540_frame_011.jpg,swimming,11,a group of people swimming in a pool
video4558,video4558_frame_000.jpg,swimming,0,a cat is sitting in a tree
video4558,video4558_frame_001.jpg,swimming,1,a man is smiling and holding a cell
video4558,video4558_frame_002.jpg,swimming,2,a man is smiling while he holds a cell
video4558,video4558_frame_003.jpg,swimming,3,a man is holding a knife in his hand
video4558,video4558_frame_004.jpg,swimming,4,a man is holding a fish in his hand
video4558,video4558_frame_005.jpg,swimming,5,a man is holding a fish in his hand
video4558,video4558_frame_006.jpg,swimming,6,a person is opening a door with a key
video4558,video4558_frame_007.jpg,swimming,7,a person is pointing at a clock
video4558,video4558_frame_008.jpg,swimming,8,a yellow fire alarm is on the wall
video4558,video4558_frame_009.jpg,swimming,9,a man is playing with a hose in the pool
video4558,video4558_frame_010.jpg,swimming,10,a man is cleaning a pool with a hose
video4558,video4558_frame_011.jpg,swimming,11,a man is cleaning the pool with a hose
video4736,video4736_frame_000.jpg,swimming,0,a woman in a white bikini standing in a pool
video4736,video4736_frame_001.jpg,swimming,1,a woman in a white bikini is jumping into a pool
video4736,video4736_frame_002.jpg,swimming,2,a woman in a white bikini standing in a pool
video4736,video4736_frame_003.jpg,swimming,3,a woman in a bikini standing in a pool
video4736,video4736_frame_004.jpg,swimming,4,a woman in a bikini is sitting on the edge of a pool
video4736,video4736_frame_005.jpg,swimming,5,a woman laying on the ground next to a pool
video4736,video4736_frame_006.jpg,swimming,6,a woman in a white bikini standing in a blue pool
video4736,video4736_frame_007.jpg,swimming,7,a woman in a white bikini is floating in the water
video4736,video4736_frame_008.jpg,swimming,8,a woman in a white bikini standing in a pool
video4736,video4736_frame_009.jpg,swimming,9,a woman in a bikini is jumping into a pool
video4736,video4736_frame_010.jpg,swimming,10,a woman in a white bikini jumping into a pool
video4736,video4736_frame_011.jpg,swimming,11,a woman in a white bikini is standing in the water
video4950,video4950_frame_000.jpg,swimming,0,a pool with a view of the ocean
video4950,video4950_frame_001.jpg,swimming,1,a pool with a wooden walkway leading to the ocean
video4950,video4950_frame_002.jpg,swimming,2,a wooden dock in front of a swimming pool
video4950,video4950_frame_003.jpg,swimming,3,a wooden dock leading to a pool
video4950,video4950_frame_004.jpg,swimming,4,a pool with a wooden walkway leading to the ocean
video4950,video4950_frame_005.jpg,swimming,5,a wooden dock leading to a pool with a view of the ocean
video4950,video4950_frame_006.jpg,swimming,6,a pool with a wooden walkway leading to the water
video4950,video4950_frame_007.jpg,swimming,7,a pool with a gaze and a gaze in the middle
video4950,video4950_frame_008.jpg,swimming,8,a pool with a gaze and a gaze in the middle
video4950,video4950_frame_009.jpg,swimming,9,a pool with a gaze and a gaze in the middle
video4950,video4950_frame_010.jpg,swimming,10,a pool with a view of the ocean
video4950,video4950_frame_011.jpg,swimming,11,a pool with a view of the ocean
video513,video513_frame_000.jpg,swimming,0,a swimmer is diving in the pool
video513,video513_frame_001.jpg,swimming,1,a swimmer is jumping into the pool
video513,video513_frame_002.jpg,swimming,2,a swimmer is seen in the water as he dives
video513,video513_frame_003.jpg,swimming,3,a swimmer is seen in the water as he dives
video513,video513_frame_004.jpg,swimming,4,a swimmer is swimming in the water
video513,video513_frame_005.jpg,swimming,5,a video of a swimmer in the water
video513,video513_frame_006.jpg,swimming,6,a swimmer is jumping into the water
video513,video513_frame_007.jpg,swimming,7,a group of swimmers in a swimming pool
video513,video513_frame_008.jpg,swimming,8,a group of swimmers in a pool
video513,video513_frame_009.jpg,swimming,9,a video of a swimming event with people watching
video513,video513_frame_010.jpg,swimming,10,a video of swimmers competing in the olympic pool
video513,video513_frame_011.jpg,swimming,11,a swimming pool with swimmers in it
video5197,video5197_frame_000.jpg,swimming,0,a small house in the middle of a lake
video5197,video5197_frame_001.jpg,swimming,1,a small house in the middle of a lake
video5197,video5197_frame_002.jpg,swimming,2,a small house in the middle of a lake
video5197,video5197_frame_003.jpg,swimming,3,a small house in the middle of a lake
video5197,video5197_frame_004.jpg,swimming,4,a small house in the middle of a river
video5197,video5197_frame_005.jpg,swimming,5,minecraft how to build a minecraft house
video5197,video5197_frame_006.jpg,swimming,6,minecraft - minecraft - minecraft - minecraft - minecraft - minecraft - minecraft - minecraft - minecraft - minecraft - minecraft
video5197,video5197_frame_007.jpg,swimming,7,a room with a table and bookshels
video5197,video5197_frame_008.jpg,swimming,8,a room with a book shelf and a tv
video5197,video5197_frame_009.jpg,swimming,9,a man is standing in front of a bookcase
video5197,video5197_frame_010.jpg,swimming,10,a man is standing in front of a bookcase
video5197,video5197_frame_011.jpg,swimming,11,a man is standing in front of a bookcase
video5216,video5216_frame_000.jpg,swimming,0,the pool at the resort
video5216,video5216_frame_001.jpg,swimming,1,a pool with chairs and umbrellas next to a resort
video5216,video5216_frame_002.jpg,swimming,2,a pool with chairs and umbrellas next to a building
video5216,video5216_frame_003.jpg,swimming,3,a pool with chairs and umbrellas next to a building
video5216,video5216_frame_004.jpg,swimming,4,a pool with chairs and umbrellas next to a building
video5216,video5216_frame_005.jpg,swimming,5,a pool with chairs and umbrellas at night
video5216,video5216_frame_006.jpg,swimming,6,a pool with a house in the background
video5216,video5216_frame_007.jpg,swimming,7,a pool with a large blue pool and a white umbrella
video5216,video5216_frame_008.jpg,swimming,8,a pool with a large blue pool and a hotel in the background
video5216,video5216_frame_009.jpg,swimming,9,a pool with a view of the ocean
video5216,video5216_frame_010.jpg,swimming,10,a pool with a view of the ocean
video5216,video5216_frame_011.jpg,swimming,11,a pool with a view of the ocean
video5411,video5411_frame_000.jpg,swimming,0,a black background with a white and red light
video5411,video5411_frame_001.jpg,swimming,1,a man is filming a movie in the pool
video5411,video5411_frame_002.jpg,swimming,2,a man is standing on a boat in the water
video5411,video5411_frame_003.jpg,swimming,3,a man is standing in the water with a camera
video5411,video5411_frame_004.jpg,swimming,4,a man in the water with a camera
video5411,video5411_frame_005.jpg,swimming,5,a man in the water with a camera
video5411,video5411_frame_006.jpg,swimming,6,a man in a pool with a camera
video5411,video5411_frame_007.jpg,swimming,7,a man in a swimming suit is being filmed by a camera
video5411,video5411_frame_008.jpg,swimming,8,a woman swimming in the ocean with a dolphin
video5411,video5411_frame_009.jpg,swimming,9,a woman in a red bikini is swimming
video5411,video5411_frame_010.jpg,swimming,10,a woman in a red shirt is swimming
video5411,video5411_frame_011.jpg,swimming,11,a woman swimming in a pool with a man
video579,video579_frame_000.jpg,swimming,0,a man swimming in a pool with a camera
video579,video579_frame_001.jpg,swimming,1,a woman swimming in a pool with her arms outstretched
video579,video579_frame_002.jpg,swimming,2,a man in a swimming suit is swimming
video579,video579_frame_003.jpg,swimming,3,a man swimming in a pool with a hat on
video579,video579_frame_004.jpg,swimming,4,a man swimming in a pool with a camera
video579,video579_frame_005.jpg,swimming,5,a man swimming in a pool with a camera
video579,video579_frame_006.jpg,swimming,6,a man swimming in a pool with a camera
video579,video579_frame_007.jpg,swimming,7,a man swimming in a pool with a camera
video579,video579_frame_008.jpg,swimming,8,a man swimming in a pool with a camera
video579,video579_frame_009.jpg,swimming,9,a man in a swimming suit is swimming
video579,video579_frame_010.jpg,swimming,10,a man swimming in a pool with a camera
video579,video579_frame_011.jpg,swimming,11,a man swimming in a pool with a camera
video5820,video5820_frame_000.jpg,swimming,0,a man is jumping into the water from a boat
video5820,video5820_frame_001.jpg,swimming,1,a man is in the water with a surfboard
video5820,video5820_frame_002.jpg,swimming,2,a person is in the water with a surfboard
video5820,video5820_frame_003.jpg,swimming,3,a man is swimming in the water
video5820,video5820_frame_004.jpg,swimming,4,a man is swimming in the water with a surfboard
video5820,video5820_frame_005.jpg,swimming,5,a man is swimming in the water with a surfboard
video5820,video5820_frame_006.jpg,swimming,6,a man is swimming in the water
video5820,video5820_frame_007.jpg,swimming,7,a dog is playing in the water with a frc
video5820,video5820_frame_008.jpg,swimming,8,a man is swimming in the water
video5820,video5820_frame_009.jpg,swimming,9,a man is swimming in the water near a house
video5820,video5820_frame_010.jpg,swimming,10,a river with boats and houses on it
video5820,video5820_frame_011.jpg,swimming,11,a boat is floating down the river
video5862,video5862_frame_000.jpg,swimming,0,a group of people in a hot pool
video5862,video5862_frame_001.jpg,swimming,1,a woman is in the water with her mouth open
video5862,video5862_frame_002.jpg,swimming,2,a woman is in the water with her head in the air
video5862,video5862_frame_003.jpg,swimming,3,a man is taking a bath in a hot pool
video5862,video5862_frame_004.jpg,swimming,4,a man is taking a selfie in the air
video5862,video5862_frame_005.jpg,swimming,5,a man is in the water with his head in the air
video5862,video5862_frame_006.jpg,swimming,6,a man is standing in the water with his hands on his hips
video5862,video5862_frame_007.jpg,swimming,7,a group of men are in the water
video5862,video5862_frame_008.jpg,swimming,8,a group of people are in the water
video5862,video5862_frame_009.jpg,swimming,9,a man is swimming in the water with a camera
video5862,video5862_frame_010.jpg,swimming,10,a man is swimming in the water with a boat
video5862,video5862_frame_011.jpg,swimming,11,a man is jumping off a boat into the water
video6185,video6185_frame_000.jpg,swimming,0,a tv screen showing a group of women in swim suits
video6185,video6185_frame_001.jpg,swimming,1,a man is standing in front of a television screen
video6185,video6185_frame_002.jpg,swimming,2,a man is standing in front of a television screen
video6185,video6185_frame_003.jpg,swimming,3,a television screen showing a man in a suit and tie
video6185,video6185_frame_004.jpg,swimming,4,a television screen showing a man and woman on a television screen
video6185,video6185_frame_005.jpg,swimming,5,a television screen showing a man in a suit and tie
video6185,video6185_frame_006.jpg,swimming,6,a television screen showing a man and woman on a television screen
video6185,video6185_frame_007.jpg,swimming,7,a television screen showing a man on a television screen
video6185,video6185_frame_008.jpg,swimming,8,a television screen showing a man on a television screen
video6185,video6185_frame_009.jpg,swimming,9,a group of women standing on a stage
video6185,video6185_frame_010.jpg,swimming,10,a group of women in swim suits standing on a stage
video6185,video6185_frame_011.jpg,swimming,11,a group of women standing on a stage
video6551,video6551_frame_000.jpg,swimming,0,a man in a black suit
video6551,video6551_frame_001.jpg,swimming,1,a man holding an umbrella
video6551,video6551_frame_002.jpg,swimming,2,a man in a suit and tie is standing under an umbrella
video6551,video6551_frame_003.jpg,swimming,3,a man in a suit and tie is holding an umbrella
video6551,video6551_frame_004.jpg,swimming,4,the x factor's'the x factor'is a great show
video6551,video6551_frame_005.jpg,swimming,5,the x factor's x factor's x factor's x factor's x factor's x factor's x factor's x factor '
video6551,video6551_frame_006.jpg,swimming,6,two women are performing on a stage with a large screen
video6551,video6551_frame_007.jpg,swimming,7,a group of people are performing on a stage
video6551,video6551_frame_008.jpg,swimming,8,a group of people are performing on a stage
video6551,video6551_frame_009.jpg,swimming,9,a group of people are performing on stage
video6551,video6551_frame_010.jpg,swimming,10,a stage with a crowd of people watching
